Author
Mark P. O. Morford
Robert J. Lenardon
Richard Bruce Wright
Carlo D'Este
Suzanne Barclay
Phyllis Houseman
Bright
Elizabeth Mansfield
Shari Anton
Beverly Engel
Barclay
Ruth Jean Dale
Mary Lyons
Leah Vale
Karen Toller Whittenburg
Cindy Holbrook
Debbie Raleigh
Nicola West
D. Chiel
Jonathan Hensleigh
Bobby Hutchinson
Suzannah Davis
Bay Matthews
Janice Bennett
Susanne McCarthy
Christa Merlin
Rachel Lee
Brian M. Thomsen
Rebecca Stratton
Gail Douglas
Hart
Sabina Grant
Linz
Laurey Bright
Grant
Amanda Lee
Debra Lee Brown
Roberta Leigh
Dana Ransom
Ana Seymour
Parris Afton Bonds
Maclay
Leandra Logan
Teresa Howard
Mary Mayer Holmes
Catherine Mills
Belmont
Marton
Miles
Catherine Archer
Saranne Dawson
Janet &amp
Richards
Emilie Dailey
Donna Kimel Vitek
Margaret Dobson
Jessica Marchant
Patt Bucheister
Leslie Davis
Madeline George
Nikki Benjamin
Linda Cajio
Jo Leigh
Denton
Carroll
Lyn McConchie
Patricia Lake
Arlene Holiday
Jennifer Horsman
Susannah Kells
Sue Ellen Cole
Daphne Woodward
C. J. Carmichael
Margaret Pargeter
Angel Milan
Eric L. Harry
R. M. Meluch
Arlene Holliday
Deborah Bedford
Lyndon Hardy
Pat Wallace
Ruth Alana Smith
Raymond Giles
Billie Green
Logan
Amarillas
Judith E. French
Taylor Ryan
Robin Gideon
Kathryn Fox
E. A. Mares
Greg Keyes
Kenneth C. Davis
George Demko
Jerome Agel
Eugene Boe
Isabelle Eberhardt
Michael Burgan
Gail Herman
The Master Therion
Frieda Harris
Antero Alli
Yvonne Rees
Peter May
David Conway
Gillian Kemp
Maxwell Maltz
Linda Barker
John M. Ford
John Toland
Mitsuo Fuchida
Walter F Murphy
Marion D. March
Joan McEvers
Sucharitkul
Fred Reinfeld
WARREN /SAPIR MURPHY
Warre Murphy
Anna Riva
Y.L. Harris
Christopher O'Brien
William C. Westmoreland
Kaoru Iwamoto
James E. Kloetzel
Salomone
Freddie NORTH
S. Jason Black
Christopher S. Hyatt
Doris Piserchia
Kelly Freas - Cover
C. Berlitz
Stephen M. Rainey
Lara Parker
Bill Drummond
Mark Manning
Alexander Games
Eddie Izzard
Alicia Appleman-Jurman
Edward Bond
Patricia Hern
Ardal O'Hanlon
Umberto Bellini
Josef Haslinger
Werner Lansburgh
John Toohey
Gloria D. Miklowitz
John Christopher
Peter Bruck
Samuel Beckett
Elmar Tophoven
Allen Carr
Petra Wackerle
Dieter Markert
Theodor Fontane
Philippa Carr
Erika Remberg
Beno�te Groult
Batya Gur
Eva Malsch
C.J. Anders
Ardella Garland
Edward Eager
N. M. Bodecker (Illustrator)
Jason Little
Kevin Freiberg
Jackie Freiberg
Laura Moore
Janet Gleeson
William Hill Brown
Hannah Webster Foster
Elizabeth Barrett Browning
John Robert Glorney Bol
Gregg Easterbrook
John Bunyan
W. R. Owens
Arthur Jacobs
Bartolome De Las Casas
Nigel Griffin
Anthony Pagde
Martin Palmer
Elizabeth Breuilly
John Leguizamo
Sonia Moore
John Gielgud
Joshua Logan
Marianne Moore
Carri Garrison
Steve
Rev.
And Tada
Joni Eareckson Estes
Voronica Whitney-Robinson
H. M. Parshley
Steven Levenkron
Otto F. Wahl
Amy Bloom
Greg Philo
Glasgow Media Group
Glasgow University
Mary Ellen Copeland
Gregory Stock Ph.D.
Leo
Leo Buscaglia Buscaglia
Jennifer James
Barbara Stanny
John Killick
Myra Schneider
Leah Furman
Elina Furman
Maureen Tan
Donna Boyd
Woollcott Smith
L. E. Modesitt
L.E Modesitt Jr.
Karin Goodwin
Anthony L Abraham
MJ Ryan
Judi McCoy
Suzann Ledbetter
Linda French
Wilton Barnhardt
Liz Ireland
Harry Kressing
Simon Maginn
Penelope Dellaporta
Bill Ransom
Gayle Greeno
Marilyn Bowering
James Humphreys
G�nter De Bruyn
Stephanie Gertler
Nicholas Rinaldi
Matt Witten
Nava Atlas
Lillian Kayte
Susan Bixler
Karl Albrecht
Ron Zemke
Philip B. Crosby
Hilary Mantel
J.D. Landis
Ruth Picardie
Matt Seaton
Justine Picardie
Brian Vesey-Fitzgerald
S R Badmin
Patricia Wendorf
Ruth Reichl
David Pesci
Andrew Miller
Nega Mezlekia
Stuart Mclean
Robin McGrath
William Maxwell
Diane Mason
Bruce Kirkby
Eric Kraft
James Jones
Dakota Hamilton
Don Hannah
Kenn Harper
Hiromi Goto
Sara George
George
Helen Fremont
Cynthia Flood
Marina Endicott
Alan Cumyn
Beatrice Culleton Mosionier
Michael Collins
Kevin Chong
Grant Buday
Sandra Birdsell
Joan Barfoot
M. E. Hirsh
Ethan Mordden
Terri Windling &amp
Ellen Datlow
Thomas Canty
Nin
Ji-li Jiang
Fawn M. Brodie
Mutual Publishing
Mary Kawena Pukui
William J Bennett
William H. Whyte
Stephen J. Adler
Adele Parks
Cyrano De Words-U-Lac
Barbara Johnson
MaryJanice Davidson
Lani Nedbalek
Frank Caplan
Theresa Caplan
Ingrid Tomey
Calvin Miller
Lyrick Publishing
Marion Chesney
Bonnie Macdougal
Richard Grant
Richard Hoyt
Margaret Allan
Miriam Grace Monfredo
Lowell Cunningham
Ed Solomon
Olga Masters
Tove Jansson
Thomas Warburton
Peter King
Lillian Herlands Hornstein
G. D. Percy
Calvin S. B
Denise Swanson
Sam Walton
John Huey
Robert Crossley
Susan Dawn
Stuart Holmes Coleman
Mark  Helprin
Chris  Van Allsburg
Colin Eisler
Lesley Anne Ivory
May Elizabeth Schlayer
Dave Thompson
Eleanor Wachtel
Lilian Lee
Andrea Lingenfelter
Stephen Karcher
Rudolph Ritesema
Trina Paulus
Richard Llewellyn
Harriette Arnow
Ed Stivender
Jayne An
William Jay Smith
Jeff Shaara
Rahna Reiko Rizzuto
Beth Kephart
Howe Stidger
Mike Doogan
Dee Boyles
Bertice Berry
Tim Mikkelsen
Phyllis Wright-Herman
MikWright Ltd.
Jean Shepherd
Howard Schultz
Dori Jones Yang
Barbara Neely
Marc Summers
Armand Eisen
Ben Edlund
Richard Goldstein
Maurice Horn
Paul Dickson
Rick Meyerowitz
Paul Dixon
Carol McD. Wallace
Barry Sinrod
Angus Oblong
Angela Shelf Medearis
Nancy Birnes
Patti Shosteck
Lee Wade
Joan Rutt
Sandra Mattielli
Mark Bittman
Steven Raichlen
Sheila Lukins
Julee Rosso
Arthur Schwartz
Beatrice A. Ojakangas
Mable Hoffman
Shirley Gill
Jill Dupleix
Geoff Lung
Judith Choate
Bill Milne
Viana LA Place
Judy Rosenberg
Judy Wicks
Kevin Von Klause
Elizabeth Fitzgerald
Michael McLaughlin
Irma S. Rombauer
Marion Rombauer Becker
Ethan Beck
Alan Witschonke
Beverly Mills
Alicia Ross
Anya Von Bremzen
John Welchman
Grace Shugart
Mary Molt
Ernest M. Mickler
Richard Sullivan
Betsy Wyckoff
Pat LaFontaine
Larry Weisman
Chas Griffin
Cynthia Tobias
Jill Bloom
Will Weaver
Ryan White
Ann Marie Cunningham
Bill O'Reilly
Dreikurs
Claudia Jones
Greg Nagan
Donald Goines
Floyd C. Watkins
William B. Dillingham
John T. Hie
Stirling Silliphant
H. King
Robert A Seiple
Inge Sargent
Honolulu Theatre For Youth
Meri Ishikawa
Erika Oller
Rhys Bowen
Charles Knief
David Galef
Jun Hashimoto
Susan Stamberg
Wu Ningkun
Elizabeth Portch
Molly Brown
Nancy E. Turner
Ann Sherif
Louie Anderson
RH Disney
Lois-ann Yamanaka
Mariama B
Noelle Howey
Aaron McGruder
James Madison
Billy Bob Thornton
Rollins
Irene Diamond
Gloria Orenstein
Mary Daly
Diane Bell
Thomas Berger
Patricia Kennealy
Alice Bach
Steven Kellogg
Hugh Lofting
Iona Opie
Peter Opie
James Pruitt
Lorraine Johnson-Coleman
Cary O. Yager
E.B. White
Gail Owens
John Travolta
Rachel Simmons
Raul Correa
M. T. Anderson
Ysaye M. Barnwell
Synthia Saint James
Marcia Williams
Janet Schulman
Martine Gourbault
Caroline Schrodes
Deborah Chase
Kevin Baker
Illona Linthwaite
Gertrude Crampton
Tibor Gergely
Edith Fisher Hunter
Neil Simon
Bil Keane
Gary A. Dias
Robbie Dingeman
Ross Yamanaka
David Rees
Sheila Burnford
Sydney B. Metrick
Taro Gomi
Christopher Paolini
Mariane Pearl
Sarah Crichton
Marie Hara
Nora Okja Keller
Jerdine Nolen
Steven Lindblom
True Kelley
Stephen Laws
Ronald Gottesman
Graham Lord
David Brooks
David Homel
Gail Scott
Nelson Mandela
Bernice Johnson Reagon
Sting
Anne Garrels
Dayna Curry
Heather Mercer
Stacy Mattingly
Herman Miller
Debra Doyle
H. Miller
Ezra Whiteman
Norman Node
Evelyn Goodman
Karen Karbiener
Harriet Beecher Sto
Caroline Knapp
John White
Dorothy West
Isabel Fonseca
Beverley Naidoo
Eric Velasquez
Mike Lester
Jr  Bill Martin
John Archambault
Nina Bernstein
Chip Silverman
Walt Disney
J. D. Bisignani
Robert Nilsen
Margaret Miner
Hugh Rawson
Marianne Larned
Colin Powell
Maria
Stuart Miller
Geoffrey Moss
Patricia Meyer Spacks
Alfred Birnbaum
Jamie Stamper
Robert Byrne
Teressa Skelton
Jon Spoelstra
Robert Smith
Jean Hortense Seligmann
Paul S. Newman
Annie Guenther
J.M. Barrie
Mabel Watts
Joe Ewers
Western Publishing
Al Andersen
Don Ferguson
Peter Emslie
Susan Hightower
Matt Novak
Teddy Margulies
Studio Orlando
Craig McCracken
Lauren Faust
Rick Detorie
Teddy Slater
Tom LaPadula
Margaret A. Hartelius
Harry McNaught
Steve Metzger
Steven Kroll
Jeni Bassett
Freya Littledale
Freya L
B.G. Ford
Leone Castell Anderson
Eugenie (Illustrator)
Ann Braybrooks
Arkadia
David Korr
Joe Mathieu
Chari Sue
Richard Courtney
Trish Courtney
A. Delaney
Jon Stone
Michael Smollin
Edens
Various Authors
Tori Amos
Martin Scot Kosins
Sydney Taylor
Helen John
Marcie Carroll
Frederick Crews
Andy Warhol
Edith Thacher Hurd
Tibor Gerge
George Booth
Sachi Fukuda
Greg Critser
Mark D. Sanders
Tia Sillers
Marian Engel
Susan Schade
Charlotte Zolotow
William Pene Du Bois
Graham Oakley
Joan Clarke
Andrew Matzner
Oliver Stone
Samuel H. Elbert
Margaret Cho
Ntozake Shange
Ron Clark
Ted Rall
Greg Hyland
David Simon
Edward Burns
Adrian Nicole LeBlanc
Michael Fry
Gregory White Smith
Steven W. Naifeh
Daniel Baxter
Ruth Harris
Carellin Brooks
Tim Cahill
Tom Bodett
Peter N. Forman
Sharon Linnea
Rob
George P. Pelecanos
George Pelecanos
James H. English
Maryann Cusimano
Jodi Endicott
Hans Loffel
Doug Peebles
Curt Sanburn
Eileen Curran
G. Brian Karas
J. D. Christilian
Thomas Szollosi
Karen Moline
James G. Nourse
Edna Buchanan
Mitchell Smith
Christopher Hyde
Margaret Yorke
William Lashner
Barbara Fister
Kyle Spencer
Evan I. Schwartz
Tony Dunbar
Eleanor Taylor Bland
Jim Knipfel
Lowen Clausen
Louise A. DeSalvo
Sam Chaiton
Terry Swinton
Cynthia Harrod-Eagles
John Miller
Marianne Wiggins
Stephen Miller
R.D. Wingfield
Bonnie K. Winn
Suzanne Carey
S. Andrew Swann
Andrew Bergman
Charles Ingrid
Libby Hall
Kia Meaux
Jim Borgman
Bunty Howearth
C.K. Stead
Sky Lee
Tong Su
William Caunitz
Robin Burcell
James Tertius DeKay
James Tertius De Kay
Bill Fitzhugh
Jeanne Braselton
Larry Keenan
Stephanie Johnson
Julie Cannon
D. B. C. Pierre
Alisa Valdes-Rodriguez
Patricia Grace
Julie Otsuka
Marilyn Duckworth
Georgia Byng
Pat Ross
Philip Sugden
Huston Curtiss
Michael Cart
Leslea Newman
M. Hardwick
Owen Chase
Iola Haverstick
Betty Shepard
Katharine Weber
I.J. Parker
Brad Gooch
Dann Hazel
Elizabeth Gilbert
Amy Borkowsky
Anna L. Waldo
Emine Sevgi Ozdamar
Donna Andrews
Holly Payne
John Marino
Tina Cohen
C. K. Stead
Stevan Eldred-Grigg
John Welter
Jose Raul Bernardo
Irene Allen
Douglas Wynn
Lilian Nattel
Alfred Noyes
Charles Mikolaycak
Nick Smith
Yxta Maya Murray
Denise Giardina
Harold Pinter
P. G Wodehouse
Simon Doonan
Holly Hobbie
Abby Bardi
Judith Henry
Graham Caveney
Elizabeth Hess
Terrence Cheng
Art Spiegelman
David Davidar
Jewell Parker Rhodes
Edward G. Seidensticker
Sela Ward
Anita Rau Badami
Gary Ogden Harper
Wayne Johnston
Michael Augustyn
Kurt Diemberger
Philippe Garner
Tom Corcoran
Brad Dimock
Paulette Jiles
Frank Monaco
Richard L. Miller
David Letterman
Lisa Huang Fleischman
Akimitsu Takagi
Dan Hurley
H.B. Gilmour
Sherry Sontag
Christopher Drew
Annette Lawrence Dr
Camille Geraldi
Carol Burris
Earl Murray
Dr. Pedro Jose Greer Jr.
Liz Balmaceda
Debbie Morris
Gregg Lewis
Nik C. Colyer
Mark Payne
Cara Wilson
Otto Frank
Debby Jones
Jackie Kendall
Pete Dexter
Miriam Sokol
Hanoch McCarty
Me
Rick Pitino
Mary Kay McComas
Iris R. Dart
Elisabeth Eaves
Octave Mirbeau
Douglas Jarman
Allen Weinstein
Alexander Vassiliev
S.A.R.K.
O. E. Rolvaag
Einar Haugen
Gudrun Hovde Gvale
John F. Bayer
Shirley Worrall
James Scott Bell
Mary Engelbreit
Robert Eisenberg
J. Gregory Keyes
Gareth Davies-Morris
John Reed
George Harrar
Pamela Rafael Berkman
Thomas Sanchez
John Burgoyne
Paul Levinson
Martha Powers
Sembene Ousmane
Margot Patterson Doss
Rafael Courtoisie
Mr. Al Biondi
Al Biondi
Ana?s. Nin
Cherry Adair
Lars Eighner
Geraldine Kudaka
Jim Curtin
James J. Curtin
Renata Ginter
Nick Tosches
Daniel Akst
Cristopher Stasheff
Tara K. Harper
Joseph Bryant
Sandra Bernhard
Louise Redd
Carol Ann Lee
Linda Wolfe
Guy Vanderhaeghe
Mary Ladd Gavell
Jerry Hopkins
Robert Shapard
Hulton Getty
Josephine Gattuso Hendin
Mary Jo Bona
Rebecca Stowe
Arlene J. Chai
Mikhail Lermontov
Paul Foote
Gloria Mallette
Jeff Leeland
April Sinclair
Professor John Barth
Michael Grant Jaffe
William Joyce
Ben Bradlee
Scott R. Russell
Joe Conason
Uwe Timm
Peter Tegel
John Lennon
I. M. Peeved
Ed Strnad
David Malouf
David Chilton
??
Eric Shiraev
Gerald L. Boyd
Gerald Lee Boyd
Jaimy Gordon
Dan Franck
Susan Cheever
Claudia Shear
Gene Hackman
Daniel Lenihan
John Dowdee
Marcia Kamien
Seamus Deane
Culinary Institute Of America
Donald Antrim
Robert Lopshire
Stephanie True Peters
Reg Sandland
Bill Dahl
Weldon A. McDougal III
Lora Brody
Lois Ellen Frank
Earl W. Emerson
Andrew S. Grove
Mark Kurlansky
Bob Eggleton
Nigel Suckling
Ruthanne Lum McCunn
Jean Pare
Elliott Roosevelt
Myrna Oakley
Stanley Kaplan
Geneen Roth
Martin Dunford
Jack Holland
Stacey Richter
Roland Gary Jones
Arl Modica Matthews
Linnea Lundgren
Laura Kraemer
Ellen Slezak
Elizabeth Pomada
Michael Larsen
Douglas Keister
Marion Owen
Cindy
Kakuzo Okakura
Robert W. Snyder
Wendy Hornsby
Paula Marantz Cohen
Susan Shaughnessy
Meridel Le Sueur
Ian C. Ellis
A.M. Homes
Tess Gallagher
Helen Dunmore
Robert Ellis Gordon
Michael Stearns
Adela Vengana
Gil Reavill
Michael Yamashita
Rainer Eisenschmid
Karl Baedeker
Jamie S. Rich
Andi Watson
Scott Morse
Judd Winick
Laura Day
Hari Kunzru
Robin Goldstein
Dr. James Dobson
Julie Taylor
Nikolaj Frobenius
Tom Glazer
Lendon Smith M.D.
Kay Baxter
Lucy Bauer Footlik
Heidi-Marie Blackwel
John Kulka
Natalie Danford
John Powell
Nancy Richler
Sandra Benitez
Allen DeHart
Bruce Sundquist
Ben Jonson
Roger Holdsworth
Alan V. Hewat
Angela Nissel
Art Lee
Claire Davis
Helen Banes
Diane Fitzgerald
Julia Wilkinson
John King
Nuruddin Farah
Joyce Goldstein
Halldor Laxness
Carol Frieberg
Margaret B. Blackman
Florence E. Davidson
Laurie Foos
John B. Keane
Chuck Shepherd
Elizabeth Nixon Weaver
Sol Gordon
Alexander Lockhart
Kurban Said
Jenia Graman
Ben Sherwood
Joan
Craig Claiborne
Marc Mappen
Jill McCorkle
Lawrence Norfolk
Tom Henry
Greta Guzek
Paco Underhill
Kathleen Alcala
Faith Sullivan
Maria Flook
Roger Rapoport
Marguerita Castanera
Mary Morris
Ja
Tama Janowitz
Marty Westerman
Anton Chekhov
Ann Dunnigan
Ernest J. Simmons
M. F. K. Fisher
Nino Lo Bello
Christopher Morley
Ionicus - Joshua Armitage
Marlys Millhiser
Jeanne K. Hanson
Barbara Myerhoff
Amber Coverdale Sumrall
Patricia Vecchione
Dee Wells
Peter Canby
Jerry Biederman
Lorin Michelle Biederman
Gregory Gibson
Sally Morningstar
Martha Ostenso
David Arnason
Marly Swick
Sandi Toksvig
Jill Paton Walsh
Eliyahu Goldratt
Rani Manicka
Saxton Judith
Marcus Sieff
Ronnie Barker
Colin White
Laurie Boucke
David Hampshire
Carl Lombard
Dipika Mukherjee
Kirpal Singh
M A Quayam
Dayna Dunbar
Acton Figueroa
Diane Hammond
Thomas Adcock
Margaret Snyder
Karin Slaughter
Amanda Brownfield
Rose Connors
Pat Booth
Matthew Rettenmund
Nigel Cawthorne
Leslie Gould
Kim Wong Keltner
Kathy Peel
Beth Hilgartner
Claudia Pattison
Teresa McClain Watson
Jean Thompson
Brian Kilcommons
Sarah Wilson
Richard T. Pienciak
George Anastasia
Lagoon Books
Peter Burton
Mary-Kate Olsen
Carol Thompson
Annie Auerbach
Mark O'Hare
Steven Banks
Clint Bond
Patricia MacDonald
Patrick Lestewka
R.J. Rosenblum
Tanya Maria Barrientos
Ramsey Campbell
Caroline Leavitt
Lauren Kelly
James A. Moore
Jilliane Hoffman
Christina Fitzpatrick
Jessica Barksdale Inclan
Linda Nichols
Wrath James White
Mark Billingham
Mark Nykanen
Matthew Stokoe
Blake Crouch
Anne Leclaire
James Kidman
Donna VanLiere
Gary A. Braunbeck
Sephera Giron
Barbara Bell
Kevin Yarbrough
Lucy Taylor
Judy Duarte
Monica J. O'Rourke
Neal McPheeters
Elizabeth Steffen
Paul Burrell
Patrick Demarchelier
Hannah Alexander
Shirley Palmer
Victoria Pade
Laura Kasischke
Robert Boswell
Judith H. McQuown
Andrew Harper
Joshua Gilder
Kate Morgenroth
Taylor Kincaid
Anitra Sheen
Keith Ablow
Charles King
Zelda Lockhart
Peggy Vincent
Jeffrey Konvitz
Joseph Garber
Scott Smith
Randall Adams
William Hoffer
Marilyn Mona Hoffer
Glen Hirshberg
Jennifer L. Holm
Jere Longman
John Skipp
Elwood Reid
Manuela Dunn-Mascetti
Sayed A. A. Razwy
Abdullah Yusuf Ali
Anne Hruska
Malcolm X
Attallah Shabazz
Marie-Luise Kreuter
Marc Behm
John Steakley
Rob Kean
Mark Kistler
Donald Senior
Mary Packard
James McIlrath
Sarah Josepha Hale
Bruce McMillan
John Follain
Rita Cristofari
Michael Cader
Kim Bellefontaine
PerHenrik Gurth
Will Osborne
Dianne Snyder
Allen Say
Heidi E. Y. Stemple
Roger Roth
Linda Ashman
Regan Dunnick
Ellen Schecter
Malcolm Yorke
Lee Davis
Ira Wolfman
Paul Meisel
Ellen Levine
Richard Williams
Edward Frascino
Elizabeth G. Hainstock
Ken Weber
Roger Priddy
Robert Levine
Robert T. Levine
Meredith Hamilton
Patricia Beatty
Andrea Immer
Butch Guice
Ruth Beechick
Tomie DePaola
Nancy Bond
Bill Nye
Ian G. Saunders
Beth Peck
Natalie Carabetta
Erik C. Haugaard
Donna M. Jackson
Augustine
Dr. William Bonadio
Avery Hart
Paul Mantell
Alexandra M. Terzian
Jim Jordan
Karen Andreola
Naomi Black
Nancy Kalish
Loretta Mowat
Leisure Arts
Eds. Leisure Arts
Mr. Jim Weidmann
Mr. Kurt Bruner
Mr. Ron Wilson
C. Akiyama
N. Akiyama
Fujihiko Kaneda
Rita Lampkin
Carol Akiyama
Nobuo Akiyama
Hiroko Storm
Robert Tallon
Ian Sheldon
Bruce Campbell
Esm� Raji Codell
Penny Simkin
Bridgette Server
Bishop Fulton Sheen
John Beevers
Lee Fahnestock
Norman MacAfee
E. Nesbitt
Henry Graham
Gennady Spirin
Giuliana Pelucchi
Giuliana Peluchi
Antoinette Bosc
Benedict J. Groeschel
James W. Demers
Michael D. O'Brien
Angela C. Santomero
Jenine Pontillo
David Isaacs
Laura Berquist
Susan Wise Bauer
Patty Martirosian
Jay Wise
Sharon
Mel Gibson
Ken Duncan
Tom Allen
Marcellino D'Ambrosio
Matthew Pinto
Jonathan Stroud
Joan Younger Meek
Hertha Pauli
Lenn Redman
Philip Wilkinson
Susan Striker
Edward Kimmel
Elizabeth Hallam
Kimberly Hahn
Scott Hahn
Sara Wood
Christine O' Keeffe Lafser
Phyllis Tickle
David Currie
C. Bernard Ruffin
Mitch Pacwa
Ronda Chervin
Patrick Madrid
Patrick Madrid (editor)
Foreword By Scott Hahn
Geoff Benge
Janet Benge
Ann Mcgovern
Tracy Sugarman
Leslie Rule
H. Rider Haggard
Paul Hogarth
Jack Hitt
Tony Hille
Euripides
John McLean
T.E. Lawrence
Charles P. Curtis Jr.
Ferris Greenslet
Maria Beesing
Robert J. Nogosek
Patrick H. O'Leary
Pierre-Ambrois-Francois Choderlos De Laclos
Richar
Michael Allen Dymmoch
Louise Taylor
Barbara E. Cohen
Patricia Ingham
Mandelbaum
Robert M. Quackenbush
Sarah Graves
A.A. Milne
Andrew Glass
Janet Frank
Jeff Abbott
George Downing
Kathleen Keating
Mimi Noland
Evelyn E. Smith
James Fox
Jan Lynette Dargatz
Raymond Lamont-Brown
Connie Fedderson
Ross Thomas
Shelley Freydont
Lesilie Meier
Howard Pyle
Adapted Version By Alexa Villanueva
Harriet Lerner
Suzette Tyler
Stephen Hickman
Fran Lebowitz
Leo Buscaglia
Kate Klise
M. Sarah Klise
Emily Brightwell
Christine Breen
Louis B. Wright
Virginia A. La
Woodward
Aline Romanos
Ronni Eisenberg
Kate Kelly
Carol Gilligan
Peter Russell
Bob Rosner
Les Rhodes
Jeremy Leggatt
Dorothy L Sayers
Terry Cole-Whittaker
Jessica Mitford
Baroness Orczy
Deborah Adams
Michelle Kwan
Laura M. James
Jacqueline Girdner
Ellen Fein
Sherrie Schneider
Lou Jane Temple
John Hockenberry
Sheldon Rubin
Laurien Berenson
Arlene Matthews
Nadine Mockler
Frances Gray Patton
Emmuska Orczy
Baroness Orczy
Mildred A. Wirt
Russell H. Tandy
Allen Mandelbaum
Diane M Stortz
Nancy Lee Teaff M.D.
Kim Wright Wiley
Downing
Chuck Slack
Carla Jablonski
Donald M. Silver
Patricia J. Wynne
Patricia J. Wyn
Ludwig  Bemelmans
Jesse Younger
Aurelius Battaglia
Jennifer Dewey
Read
Vincent Andriani
Henrik Drescher
Robert Loren Fleming
Ken Kimmelman
Elspeth Murphy
Jane E. Nelson
John Walsh
Jonathan Frakes
Nancy L. Mace
Peter V. Rabins
Terence
Crider
Bill
Lee
Wendi
Schumacher
Ail
Lazaris
John Hollander
Nancy Fairbanks
Andrew Carroll
Robert Kimmel Smith
George Sullivan
Emma Gelders Sterne
Alton Raible
Richard Skinner
Jason Moss
Jeffrey Kottler
Anton Chaitkin
E .M. Delafield
E. M. Delafield
Arthur Watts
Mary Borden
Elizabeth Foxwell
Hamilton Crane
Lee Charles Kelley
Frank Ferrell
Janet Ferrell
Edward Wakin
Joan Embery
Steven H Silver
Gene Stratton Porter
Lori Marie Carlson
M. C. Beaton
Carol Anne O'Marie
Gary Trudeau
Donald Carrick
Lebbeus Woods
Doreen Tovey
Jaqueline King
Robert Ellsberg
Ruth Teichroeb
Julie Nixon Eisenhower
Lori Copeland
Patricia Windsor
Norma Mazer
Herbert Fensterheim Ph.D.
Jean Baer
Deborah Donnelly
S. Gross
Dorie Byers
Edward Ball
Laura Pedersen
Judith Fein
Eastman Kodak Company
Phyllis Rose
Jean Wickstrom Liles
Lisa A. Hooper
Richard Lockridge
Frances Lockridge
Francess Lin Lantz
Tip O'Neill
Manuel J. Smith
Dick King-Smith
Kate Douglas Wiggin
Deborah G. Felder
B. B. Hiller
Stephen Krensky
F. M. Cornford
Jack Shepherd
Thomas Nelson Publishers
Hilary Knight
William Stevenson
Charlotte Elkins
Kenneth Giles
A. A. Fair
Laurel Robertson
David Wallechinsky
Frances Burnett
Julie Harris
Farley Mowat
Chuck Yeager
Charles Leerhsen
Claire Tomalin
Amanda Brown
Peter Sis
Kathryn Kenny
Susan Feldmann
Charles E. Funk
Stewart Cowley
Susi Adams
Mark Saltzman
Douglas J. Rumford
Bill Hinds
Sidonie�Gabrielle Colette
Je
Boris Pasternak
Iris Rainer Dart
Christopher Sykes
John R. Neill
Sister Carol Anne O'Marie
Jackie French Koller
Judith Mitchell
Mary Rodgers
Harold S. Kushner
Susan Allen Toth
Mignon Good Eberhart
Judith Thurman
Dorothy Law Nolte Ph.D.
Rachel Harris L.C.S.W.  Ph
JosephineTey
Joshua Reynolds
Pat Rogers
Elizabeth Forsythe Hailey
Jim Lovell
Barbara Bush
Paul Greengrass
Clement C. Moore
Robin (&amp
Anne McCaffrey) Wood
William Sale Jr
Thomas T. Noguchi
Joseph DiMona
Leslie O'Kane
W. Fezler
A. J. Russell
Don H Polston
Michael Mitton
Joel Martin
Michael Lowerbein
Mikel Vause
Peggy Fleming
Bert Stern
Helen Eustis
John Shelby Spong
Brian Wilson
Todd Gold
Mother Teresa
Deborah Woodworth
Louis Jambor
Sansan
Nicola De Pulford
Hugh Fleetwood
Deborah Raney
Arthur Lyons
Marcello Truzzi
Joe Jackson
William Burke Jr.
Gerald Durrell
Ralph Thompson
Stewart Farrar
Anthony Louis
Ruth V. Ward
Ellen Cooney
Liz Jarrett
John Louis Anderson
Bob Puhala
Sally S. Wright
W. Allen Werneken
Harold S Kushner
John Jay Osborn Jr
Christopher Phillips
Willa Sibert Cather
Jennifer Lee
Ann Howard Creel
Christopher D. Hudson
Veronica McBride
Christine Tripp
Joe Fellegy
Marie Evans
Ann Shakeshaft
Martha Vanceburg
Mary Murray DeLaney
Jay Jennings
Ashleigh Bryce Clayton
Howard Mohr
John D. Seymour
Geoff Dyer
Hazelden Publishing
Jesse Ventura
Douglas Brinkley
Ming-Dao Deng
Ben Starnes
Myron Miller
Rosemary Daniell
Steve Gannon
Valerie W. Wesley
Kathleen Barret
Tamela Hancock Murray
Linda Lyle
Christine Lynxwil
Darwin Porter
Danforth Prince
Erri De Luca
Tony Potter
Mattie J. T. Stepanek
Anton Myrer
Richard W. Chilson
Julian
Sandra Gulland
Deborah Chiel
Jill Shalvis
Gerald Malcolm Durrell
Carter
Matthew Strebe
Charles Perkins
Lisa Donald
Raymond Barnett
Aleksandr Isaevich Solzhenitsyn
Thomas P. Whitney
Michelle M. Sagara
Bart Davis
Irving
Matthew Mead
Irwin Shaw
Robert Heinlein
Stanley Kubrick
Beryl Markham
Mary S. Lovell
Rigoberta Mench�
Elisabeth Burgos-Debray
Ann Wrigh
Anne Raeff
Marina Picasso
Zelig Pliskin
Kate Walbert
Dina Temple-Raston
John Dean
Susannah Heschel
Mark Epstein
Betsy Reed
Katha Pollitt
Nathaniel  Philbrick
Louis De Berni�res
Stephen Lang
Isobel Murray
Library Of America
Chiang Yee
James T. Farrell
Mike Tidwell
Maureen Dean
Michael Emmerich
W. Ralph Eubanks
John McAfee
